,Colorectal cancer,West nile virus infection,Lung cancer,Cerebral cavernous malformations,Thyroid cancer,Esophageal cancer,Alzheimer disease,Rheumatoid arthritis,Colorectal adenocarcinoma,Gastric cancer,Pancreatic adenocarcinoma,Liver fibrosis,Hepatocellular carcinoma,Osteoarthritis,Multiple myeloma,Prostate cancer,Osteosarcoma,Colorectal carcinoma,Muscle-invasive bladder cancer,Parkinson disease,Breast cancer,Pancreatic cancer,Colon cancer,Laryngeal cancer,Laryngeal squamous cell carcinoma,Glioblastoma,Glioma,Pancreatic ductal adenocarcinoma,Liver cancer,Lung squamous cell carcinoma,Non small cell lung cancer,Non small cell lung carcinoma,Ovarian carcinoma,Cervical cancer,Renal cell carcinoma,Clear cell renal cell carcinoma,Cholangiocarcinoma,Neuroblastoma,Acute myeloid leukemia,Nasopharyngeal carcinoma,Esophageal squamous cell cancer,Esophageal squamous cell carcinoma,Liver cirrhosis,Early hepatocellular carcinoma,Triple negative breast cancer,Bladder cancer,Atherosclerosis,Ovarian cancer,Papillary thyroid cancer,Papillary thyroid carcinoma,Gastric carcinoma,Nasopharyngeal cancer,Nk/T cell lymphoma,Ischemia,Esophagus adenocarcinoma,Retinoblastoma,Epithelial ovarian cancer,Renal cell cancer,Diffuse large B cell lymphoma,Oral squamous cell carcinoma,Lymphoma,Hemangioma,Myasthenia gravis,Pneumonia,Pediatric neuroblastoma,Leukemia lymphoblastic acute,Tongue squamous cell carcinoma,Melanoma,Nonalcoholic fatty liver disease,Epithelial ovarian carcinoma,Herpes simplex keratitis,Dysregulated immunity,Pre-eclampsia,Chronic obstructive pulmonary disease,Lung adenocarcinoma,T-cell acute lymphoblastic leukemia,Chronic myeloid leukemia,Ovarian clear cell carcinoma,Primary breast cancer,Wilms tumor,Colon and rectal adenocarcinoma,Uveal melanoma,Hypopharyngeal cancer,Cardiac hypertrophy,Hepatic carcinoma,Cancer,Tuberculosis,Prader-willi syndrome,Acute promyelocytic leukemia,Heart failure,Uterine leiomyoma,Adenocarcinoma,Lung carcinoma,Head and neck squamous cell carcinoma,Psoriatic arthritis,B-cell lymphoma,Prostate carcinoma,Prostatic neoplasms,Malignant glioma,Epstein-barr virus infections,Stomach cancer,Urinary bladder cancer,Colon carcinoma,Gallbladder cancer,Liposarcoma,Meningioma,Uterine cervical neoplasm,Renal carcinoma,Lung small cell carcinoma,Mouth neoplasms,Lymphosarcoma,Breast neoplasms
SNORD114-5,0.05256091,0.103478372,0.185752357,0.068631593,0.00216354,0.019906776,2.12911E-05,0.022813694,0.000653751,0.640905728,0.001994028,0.00023247,0.146127612,0.005384581,0.000893209,0.039647213,0.006124454,4.36118E-05,0.001551589,1.4621E-40,0.042446779,0.001048144,0.000321366,0.000245103,2.23875E-37,0.002836458,0.004629737,0.064318818,0.001047721,2.97773E-06,0.002236577,0.00630198,2.16842E-40,0.001176538,0.000120258,0.000631236,0.000226533,3.9891E-40,0.007920709,9.35511E-41,0.000762039,2.23823E-07,0.003579841,0.001072369,9.43871E-05,0.000201898,3.54515E-09,0.008474333,0.000723667,0.000110412,0.000334711,3.61928E-75,4.71142E-26,3.94374E-30,2.00369E-11,0.00037396,0.000265664,2.88712E-40,0.088524288,0.030236143,0.00149369,0.000627635,0.000625964,0.000421336,0.00079222,0.001110569,0.000606321,0.000542255,5.31213E-56,0.000271374,0.001395742,0.082426733,0.000267004,0.000280176,0.054134276,0.00088106,0.00070216,9.2331E-05,0.0003952,0.000228259,0.000215746,3.25738E-05,9.08576E-05,1.32178E-40,2.03768E-40,0.047926458,0.001584678,0.000932712,0.000777053,0.007437686,0.034408877,0.00149501,0.001476268,0.00074369,0.000590689,0.001448055,0.000605104,0.000628262,0.000406033,0.001692728,0.000264819,0.000211801,7.82783E-05,0.000119967,9.02618E-05,9.53732E-05,0.000109461,9.75338E-05,0.000189422,0.000252605,0.00067948,3.24358E-05
SNORD114-9,0.052625066,0.10346402,0.185367405,0.068472564,0.002177431,0.0198619,2.14474E-05,0.022794883,0.000658458,0.639486213,0.002007745,0.000233933,0.145879394,0.005379691,0.000899606,0.039580282,0.006116757,4.39504E-05,0.001562521,1.1232E-12,0.042348424,0.001055726,0.000323862,0.000246899,4.18273E-13,0.002830763,0.00462168,0.064818203,0.001054977,2.99553E-06,0.002234192,0.00629458,1.6658E-12,0.001183573,0.000121192,0.000630246,0.000228246,3.06446E-12,0.007915987,7.18667E-13,0.000766595,2.25561E-07,0.003576215,0.001080237,9.49515E-05,0.000203465,3.56635E-09,0.008462499,0.000729286,0.00011127,0.000336903,3.64092E-75,4.73959E-26,3.18963E-15,2.20107E-11,0.000376863,0.000267704,2.2179E-12,0.08921161,0.030166671,0.001504753,0.000632508,0.000630219,0.000424608,0.000798321,0.001118598,0.00061072,0.000541734,5.34389E-56,0.000273408,0.001404088,0.082695941,0.000269076,0.000282303,0.054554586,0.000887189,0.000707505,9.28831E-05,0.000398048,0.00022983,0.000217232,3.27685E-05,9.14009E-05,1.0154E-12,1.56536E-12,0.048154697,0.001594847,0.000939721,0.000782669,0.007420452,0.034341066,0.001505394,0.001486168,0.000749093,0.000594896,0.00145844,0.000609405,0.000627838,0.000408963,0.001702849,0.000266553,0.000213243,7.87463E-05,0.000120685,9.08015E-05,9.59435E-05,0.000110116,9.81169E-05,0.000190653,0.000254325,0.000684075,3.26298E-05
SNORD115-1,0.086650556,0.086164602,0.189196697,0.100144038,0.03354347,0.054455033,0.009259415,0.023000689,0.00816055,0.480929143,0.009513407,0.007039411,0.210652826,0.014843725,0.009089195,0.056657086,0.037690989,0.013819809,0.015111662,0.015848244,0.060498554,0.025512355,0.020207449,0.010666227,0.011861423,0.02930061,0.03292837,0.073385097,0.021968775,0.011839432,0.027582,0.032676465,0.013203836,0.024235206,0.015667997,0.019407412,0.010474351,0.017659105,0.024245361,0.013696118,0.013494164,0.014683014,0.010044996,0.009823155,0.009111024,0.018528743,0.008525223,0.026573535,0.011586871,0.014802102,0.010216808,0.008569047,0.00845873,0.009070754,0.013502512,0.01174538,0.012382104,0.015089801,0.088817755,0.035514745,0.010567137,0.009930669,0.009339378,0.009250754,0.009910978,0.010088225,0.008452252,0.017369846,0.008283501,0.007830796,0.009763555,0.068141952,0.008332529,0.008363836,0.057644876,0.009326808,0.009557481,0.008562995,0.009665718,0.00927953,0.009502963,0.011192108,0.011712348,0.010507685,0.012153993,0.049094485,0.008045221,0.009486899,0.009905904,0.016001316,0.031450838,0.008907376,0.00945269,0.00835401,0.007853112,0.008674908,0.008123992,0.010204447,0.012560404,0.00757853,0.010940987,0.010661738,0.010418355,0.010618816,0.01029152,0.010442352,0.010445646,0.010388861,0.010600968,0.010941093,0.009865318,0.01011838
SNORD115-10,0.044722359,0.074844752,0.132568447,0.544598722,0.018097751,0.025166929,0.000532696,0.013267364,0.001141295,0.416814254,0.001381421,0.001226095,0.112652448,0.01113109,0.00397659,0.026261948,0.005741581,0.000492889,0.00131262,0.000420839,0.029480663,0.00261155,0.001329462,0.000566179,0.000156718,0.003609101,0.007606773,0.065658504,0.001726403,0.000162254,0.006325558,0.008140108,0.000624141,0.006168596,0.000684654,0.001272136,0.000652735,0.001148189,0.00572297,0.00026927,0.000219181,9.63193E-05,0.00979019,0.006374726,0.000631924,0.000932178,0.001268307,0.010871146,0.000794294,0.000642581,0.005214972,0.000198987,0.000551358,0.010390764,0.008334033,0.008648674,0.000682546,0.000831003,0.089435497,0.023004016,0.002399323,0.004706208,0.000885567,0.000429846,0.000802601,0.001331473,0.001056097,0.001500684,0.000201392,0.001450883,0.000979391,0.031250426,0.000796285,0.000651364,0.054691497,0.001150198,0.001731772,0.000411121,0.000754022,0.001386071,0.000630798,0.000421942,0.000716393,0.001279399,0.000587498,0.043355254,0.001171572,0.009999725,0.007447602,0.025376968,0.021962212,0.001720075,0.001273901,0.001556906,0.001126562,0.00199411,0.001068026,0.001207113,0.001583218,0.001574918,0.00124961,0.001120192,0.000888931,0.001102028,0.00134077,0.002442369,0.00102771,0.000914345,0.00108812,0.001280713,0.001884274,0.00116753
SNORD115-13,0.081590102,0.080409488,0.195343803,0.047593472,0.023975506,0.04411329,1.85653E-05,0.01297422,0.00051042,0.438965056,0.001147496,4.64809E-05,0.240824033,0.004920705,0.001700687,0.040350463,0.023275856,0.004488916,0.003267177,0.004162278,0.045858115,0.018555296,0.01030479,0.00169441,0.001550012,0.019632008,0.018899276,0.080155011,0.010966633,0.001597551,0.013436923,0.020802716,0.006173029,0.011875078,0.005707213,0.00878438,0.001531394,0.011356088,0.014611824,0.002663195,0.000322258,0.000950659,0.002506858,0.002177345,9.729E-07,0.007432804,5.8652E-68,0.013610127,0.000826563,0.00537823,0.000959394,5.9878E-134,7.7947E-85,1.182E-05,0.006870521,0.000981372,0.003508758,0.008218985,0.101095905,0.023747552,0.001363738,0.000716767,0.000327434,0.000481172,0.000872842,0.000888784,0.000494815,0.011480028,8.7885E-115,0.000263419,0.002666843,0.018693212,0.000304051,0.000288668,0.061822057,0.000833483,0.001344287,1.92592E-09,0.001150408,0.000690437,0.001002488,0.004076144,0.004445455,0.003762823,0.005800833,0.048331345,0.000443414,0.002438902,0.002943845,0.008953222,0.022864997,0.000924172,0.001260239,0.000612025,0.000431851,0.001104353,0.000436931,0.004811882,0.007433442,2.8005E-62,0.004624781,0.004428844,0.004711906,0.004598586,0.004462683,0.004350248,0.004346062,0.004356111,0.00476352,0.004715508,0.004323756,0.004628863
SNORD115-15,0.044245295,0.074325481,0.131585424,0.549528355,0.018120767,0.025046825,0.000537815,0.013151213,0.001141071,0.414423888,0.001361148,0.001235235,0.111437867,0.011178042,0.003995628,0.026024347,0.005622968,0.000471875,0.001285874,0.000401539,0.029250452,0.002518471,0.001280206,0.000558991,0.000149531,0.003515696,0.007546199,0.064991759,0.001667218,0.000154811,0.006297683,0.008058599,0.000595518,0.006148212,0.000657639,0.001230947,0.000647644,0.001095532,0.005635549,0.000256921,0.000208729,9.19102E-05,0.009850499,0.006413448,0.00063712,0.000896787,0.001281454,0.010845515,0.000787796,0.000617136,0.005258836,0.00020105,0.000557074,0.010498401,0.008381361,0.008727558,0.000665986,0.000792893,0.088560603,0.022910948,0.002395604,0.004742214,0.000884062,0.000425725,0.000794964,0.001324683,0.001055752,0.001446924,0.000203479,0.001460645,0.000954433,0.030500553,0.000799108,0.000652578,0.054156483,0.001144997,0.00173232,0.000414063,0.000749767,0.0013933,0.000628601,0.000402678,0.000697249,0.001271269,0.000560611,0.042970838,0.001158713,0.010076525,0.007497191,0.02554091,0.021825652,0.00171163,0.001259099,0.001559166,0.001127504,0.001988221,0.001068128,0.001187227,0.001551689,0.001567049,0.001232523,0.001103641,0.00087024,0.001085594,0.001328008,0.002441591,0.001012092,0.000897665,0.001069635,0.001263621,0.001869641,0.001152854
SNORD115-16,0.044313616,0.074156099,0.131861485,0.550116152,0.018243635,0.025207827,0.000538361,0.013137885,0.001139106,0.414072324,0.00135469,0.001236276,0.112025608,0.011184675,0.004001361,0.026080913,0.005722834,0.000495048,0.00129165,0.000423505,0.029313951,0.002607422,0.001330777,0.000565961,0.000157711,0.003607739,0.007628198,0.064651837,0.001718131,0.00016324,0.006364622,0.008148182,0.000628096,0.006215846,0.000686332,0.001274293,0.000653714,0.001155464,0.005682247,0.000270976,0.000209852,9.69246E-05,0.009856071,0.006421781,0.000637815,0.000933618,0.001283041,0.010883015,0.000783653,0.00064421,0.005268675,0.000201299,0.000557764,0.010511466,0.00842718,0.008738582,0.000681619,0.000836268,0.088044076,0.022913024,0.00238981,0.004743648,0.000882773,0.000423272,0.000790513,0.00132047,0.001053813,0.00150467,0.000203731,0.00146078,0.000967909,0.030443746,0.000798214,0.00065157,0.053840617,0.00114404,0.00173301,0.000414479,0.000752973,0.00139697,0.000633013,0.000424167,0.000720947,0.001292252,0.000591226,0.042766673,0.001156148,0.010091046,0.007514375,0.025582058,0.021806562,0.001707307,0.001258451,0.001557089,0.001126003,0.001983339,0.001066512,0.001210903,0.001588173,0.001567217,0.00125662,0.001126453,0.000895539,0.001110533,0.001352576,0.002466954,0.001035648,0.000921143,0.001094676,0.001287845,0.001889996,0.001178124
SNORD115-21,0.044460237,0.074508611,0.13226733,0.54716349,0.018138976,0.025162949,0.00053528,0.01323397,0.001140028,0.415839932,0.001370938,0.001231544,0.112254884,0.011154667,0.00398671,0.026191548,0.005718507,0.000489196,0.001301059,0.000417781,0.029403894,0.002590858,0.001318973,0.000564328,0.00015558,0.003591782,0.007601683,0.065015316,0.001712716,0.000161077,0.006333101,0.008132407,0.000619607,0.00618348,0.000679369,0.001264665,0.000651421,0.001139847,0.005702077,0.000267313,0.00021804,9.5619E-05,0.009821635,0.006394061,0.000635064,0.000924884,0.001275084,0.010870965,0.00078745,0.000637627,0.005239563,0.000200051,0.000554304,0.010446265,0.008369802,0.008688447,0.000678184,0.000824966,0.088557031,0.022971525,0.002393098,0.004721737,0.000885059,0.000425687,0.00079511,0.001325834,0.00105467,0.001491112,0.000202468,0.001455,0.000977741,0.03114347,0.000796458,0.000650903,0.054154299,0.001147595,0.001730255,0.000413087,0.000752505,0.001390712,0.000631101,0.000418919,0.000714327,0.001281438,0.000583242,0.042999523,0.001168897,0.010038591,0.007475526,0.025470332,0.021910244,0.001715154,0.001268583,0.001556495,0.001126257,0.001988748,0.001067315,0.001205031,0.001577988,0.001579108,0.00124877,0.001118879,0.000887478,0.001101755,0.001342019,0.002449635,0.001027388,0.000913434,0.001086763,0.001279579,0.001883745,0.001167786
SNORD115-23,0.044046895,0.074108557,0.131708515,0.551360967,0.018156308,0.025093938,0.000539497,0.013170682,0.001138675,0.414699472,0.001352552,0.001239424,0.111412284,0.011197304,0.004001244,0.026050647,0.005631431,0.000472216,0.001277119,0.000402345,0.029270561,0.002514059,0.001278311,0.00055803,0.000149831,0.003520529,0.007558477,0.064228871,0.001664058,0.000155129,0.00631476,0.008076156,0.000596713,0.006170862,0.000657288,0.001232236,0.000646711,0.001097731,0.0056412,0.000257436,0.000211021,9.20916E-05,0.00987516,0.006424126,0.000639596,0.000895782,0.001286037,0.010859003,0.000779426,0.000616841,0.005276342,0.000201769,0.000559066,0.010535943,0.008410294,0.008752904,0.000664,0.000794484,0.087508828,0.022934322,0.002386338,0.004749471,0.0008835,0.000420734,0.00078605,0.001318084,0.001053191,0.001448387,0.000204207,0.001462388,0.000960362,0.030673578,0.000797852,0.000651063,0.053513303,0.001142422,0.001728619,0.000415737,0.000748372,0.001396647,0.000629237,0.000403569,0.000699259,0.001275246,0.000561737,0.042576664,0.001159357,0.010100197,0.007515744,0.025617304,0.021843006,0.001706675,0.001256056,0.001556892,0.001126135,0.001981388,0.001066499,0.001190084,0.00155207,0.001576194,0.001235317,0.001105644,0.000872802,0.001089031,0.00133227,0.002449864,0.001015282,0.00090042,0.001072179,0.001265914,0.001871916,0.001156344
SNORD115-31,0.081769752,0.081067304,0.196926828,0.090388363,0.025160628,0.04485154,6.36781E-05,0.013748298,0.000608213,0.441515539,0.001349861,0.000178831,0.240731852,0.005555134,0.002032864,0.040908057,0.023367075,0.004474623,0.003384751,0.004148339,0.045878504,0.018561881,0.010275735,0.001721035,0.001544821,0.019596554,0.019108978,0.080978278,0.011028186,0.001592738,0.013773469,0.021137842,0.006152356,0.01244739,0.005690141,0.008758152,0.001560933,0.011318058,0.014838122,0.002654276,0.000458729,0.000947479,0.003179824,0.002688233,6.99979E-05,0.007411339,0.000108329,0.014014583,0.000841473,0.005362093,0.001423347,1.69958E-05,4.70923E-05,0.000899169,0.007500002,0.001686072,0.003512039,0.00819146,0.102259888,0.024054734,0.001529128,0.001072825,0.000436241,0.000487068,0.000889946,0.000998616,0.000580941,0.011444745,1.72012E-05,0.000376967,0.002941277,0.028753626,0.000352711,0.000330198,0.062533855,0.000956631,0.001447455,4.98513E-05,0.001204497,0.000811652,0.001054687,0.00406853,0.004467866,0.003827002,0.005781491,0.048799217,0.000706013,0.003236827,0.003549714,0.010672068,0.023182882,0.001121336,0.001457903,0.000738963,0.000534333,0.00128071,0.000535678,0.004854028,0.007482725,0.000404655,0.004699852,0.004483613,0.004743852,0.004656745,0.004538121,0.004521939,0.004399223,0.004397565,0.004817536,0.004782976,0.004476038,0.004678285
SNORD115-32,0.044520941,0.07455606,0.132192148,0.547660228,0.018159703,0.025167402,0.000535847,0.01320539,0.001141208,0.415601818,0.001369312,0.001231808,0.112254803,0.011163622,0.003990624,0.026164522,0.005713816,0.000489638,0.00130118,0.000418043,0.029391909,0.002592989,0.001320797,0.000565,0.000155677,0.003591472,0.007605229,0.065255819,0.0017127,0.000161161,0.006335654,0.00812972,0.000619995,0.006182529,0.000680168,0.001265184,0.000652433,0.001140561,0.005694071,0.000267481,0.000213819,9.56796E-05,0.009828597,0.006401311,0.000635169,0.000926091,0.001276398,0.010875006,0.000790217,0.00063837,0.005243893,0.000200257,0.000554876,0.010457033,0.008378152,0.008698391,0.00067936,0.000825483,0.088887463,0.022965092,0.002397049,0.0047283,0.000884773,0.000427264,0.000797832,0.00132737,0.001055921,0.001491937,0.000202677,0.001456886,0.000970522,0.030826484,0.000797994,0.000652097,0.054356364,0.001147753,0.001733401,0.000412976,0.000753265,0.00139178,0.000631398,0.000418996,0.000714355,0.001282606,0.000583608,0.04312077,0.001164192,0.010050288,0.007483245,0.02548914,0.021892136,0.00171512,0.0012664,0.001558339,0.001127203,0.001990612,0.001068155,0.001204874,0.001579362,0.00157089,0.001249053,0.001119467,0.000887747,0.001102006,0.001342697,0.002451429,0.001027634,0.000913632,0.00108706,0.001280243,0.001884112,0.001168614
SNORD115-33,0.044261257,0.074246113,0.132077548,0.549820516,0.0181928,0.025183168,0.000537928,0.01319664,0.001138803,0.415190516,0.001358572,0.001236508,0.1120044,0.011183135,0.003997473,0.026137299,0.005703874,0.000487429,0.00128968,0.000416467,0.029357644,0.002577642,0.001313146,0.000563199,0.00015509,0.003583044,0.007606221,0.064475016,0.0017025,0.000160559,0.006346194,0.008132115,0.000617658,0.006199728,0.000676604,0.001261078,0.000650908,0.001136261,0.005684489,0.000266473,0.000214368,9.5317E-05,0.009855496,0.006414869,0.000637939,0.00092092,0.001281997,0.010879059,0.000781739,0.000635045,0.005264411,0.000201135,0.00055731,0.010502895,0.008409275,0.008729922,0.000675528,0.000822371,0.087816308,0.022957087,0.002387805,0.004738682,0.000883866,0.000422184,0.000788712,0.001320293,0.001053373,0.001486552,0.000203566,0.001459463,0.000972365,0.030857494,0.0007971,0.000650782,0.053701333,0.001144525,0.001729894,0.000414772,0.000751371,0.001395501,0.000631616,0.00041749,0.000713832,0.00128515,0.000581416,0.042704107,0.001162694,0.010079862,0.007505165,0.025571604,0.021871614,0.001709174,0.001261423,0.001556296,0.001125871,0.001983305,0.001066489,0.001204706,0.001575798,0.001577503,0.001249399,0.001119193,0.000887768,0.001103053,0.001344916,0.002458603,0.001028564,0.000914055,0.001087046,0.001280146,0.001884132,0.001169943
SNORD115-40,0.044290865,0.074306423,0.131636813,0.549023145,0.018139437,0.025076251,0.000537327,0.013153012,0.001140889,0.414247244,0.001362963,0.001234485,0.111593483,0.011170947,0.003994635,0.026040332,0.005650987,0.000478295,0.001290329,0.000407553,0.029261375,0.002544735,0.00129461,0.000561061,0.000151771,0.003540694,0.007564632,0.065010484,0.001683117,0.000157125,0.006311458,0.008080583,0.000604437,0.006162965,0.000665703,0.001242807,0.000649298,0.001111941,0.005650524,0.000260769,0.000210577,9.32835E-05,0.009842749,0.006410629,0.000636702,0.000907222,0.001280224,0.010850289,0.000787836,0.000624741,0.005255658,0.000200857,0.000556539,0.010488343,0.008383879,0.008720445,0.000670602,0.000804769,0.088573047,0.022903223,0.00239523,0.004738354,0.00088422,0.00042578,0.000795099,0.001324945,0.001055568,0.001462789,0.000203284,0.00145958,0.000960461,0.030593019,0.000798636,0.000652286,0.054164093,0.001145675,0.001732426,0.000413853,0.000750888,0.001393178,0.000629682,0.000408625,0.000703599,0.001275834,0.000568991,0.042971264,0.001160465,0.010070343,0.007494642,0.02552464,0.02181831,0.001712275,0.001261218,0.001558683,0.001127271,0.001988357,0.001067978,0.001193365,0.001561697,0.001568994,0.001238763,0.001109556,0.000876808,0.001091867,0.001333778,0.002446131,0.001018025,0.000903699,0.00107617,0.001269857,0.001875077,0.00115893
SNORD115-42,0.044421995,0.074491545,0.131789825,0.548020024,0.018120547,0.025076639,0.000536318,0.013170349,0.001141948,0.414808347,0.001368241,0.001232316,0.111772641,0.011163678,0.003991105,0.026074429,0.005657182,0.000478861,0.001295551,0.000407866,0.029300131,0.002550048,0.001297067,0.000561713,0.000151887,0.003544461,0.007564822,0.065353434,0.001686947,0.000157246,0.006306319,0.008081206,0.000604901,0.006154122,0.000666762,0.001244199,0.000649806,0.001112794,0.005658374,0.000260969,0.000210749,9.33561E-05,0.009831462,0.006403698,0.000635424,0.000908838,0.001277523,0.010851643,0.000791555,0.000625723,0.005245758,0.000200433,0.000555365,0.010466222,0.00836813,0.008704987,0.000671983,0.000805386,0.089044369,0.022923876,0.002399262,0.004733025,0.00088472,0.000428014,0.000799124,0.001328166,0.001056682,0.001464424,0.000202855,0.001458244,0.000960149,0.030627636,0.000798931,0.000652808,0.054452315,0.001147201,0.00173376,0.000413044,0.000751649,0.001391334,0.000629492,0.000408934,0.00070343,0.001274203,0.000569425,0.043163067,0.00116173,0.010055586,0.007483687,0.025488663,0.021847736,0.001715153,0.001263791,0.001559523,0.001127851,0.001991684,0.001068723,0.001193329,0.001562585,0.001566852,0.001238177,0.001109244,0.00087634,0.001090942,0.001332284,0.002442262,0.001017178,0.000903087,0.001075726,0.001269435,0.001874722,0.001157812
SNORD115-8,0.044504184,0.074588133,0.132563903,0.546992527,0.018146151,0.025204501,0.00053502,0.013277448,0.00114014,0.41666656,0.001374443,0.001231851,0.112507075,0.011156323,0.00398649,0.026262203,0.005742418,0.00049219,0.001304453,0.000420641,0.029468002,0.00260361,0.001325386,0.000565293,0.000156645,0.00360789,0.007616054,0.06493678,0.00172152,0.000162189,0.006343249,0.008153789,0.000623848,0.006195027,0.000683041,0.001271052,0.000652022,0.00114765,0.005723179,0.000269143,0.000222011,9.62717E-05,0.009822112,0.006392376,0.000635216,0.000929572,0.001274433,0.010883517,0.000786482,0.000641093,0.005238574,0.000199949,0.000554021,0.010440942,0.008370603,0.008684129,0.000680083,0.000830613,0.0884426,0.023009854,0.002392454,0.004718836,0.000886095,0.00042514,0.000794247,0.001326225,0.001054665,0.001499209,0.000202364,0.001454282,0.000986252,0.031449946,0.000795847,0.000650512,0.054084322,0.00114885,0.001729623,0.000413342,0.000753149,0.001390892,0.000631874,0.000421879,0.000717704,0.001283562,0.000587228,0.042973778,0.001174032,0.010034621,0.007474182,0.025471872,0.021958346,0.001717106,0.001272305,0.00155633,0.001126458,0.001989403,0.001067594,0.001209133,0.001582842,0.001586842,0.00125232,0.001121988,0.000890899,0.001105193,0.001345085,0.002452078,0.001030625,0.000916676,0.001090314,0.001282899,0.001887416,0.001170772
SNORD116@,0.068445299,0.069945341,0.126047855,0.062894648,0.022715314,0.039376185,0.004903193,0.01360449,0.00275671,0.398319143,0.004157683,0.001122929,0.128130324,0.009474155,0.00296058,0.04569887,0.03059283,0.008475814,0.011705313,0.012166881,0.04935431,0.015196722,0.013944,0.005805814,0.007878143,0.020389062,0.027044621,0.067213922,0.01604921,0.007810094,0.022644157,0.024246413,0.005877148,0.017743036,0.010473417,0.013899726,0.005655617,0.008563096,0.015911163,0.00991653,0.011129984,0.013117985,0.003429618,0.003640752,0.004657481,0.013761172,0.003704402,0.02130287,0.008473157,0.00941202,0.005126218,0.003881102,0.003665464,0.003702619,0.005041523,0.00764535,0.007129295,0.007260839,0.084672907,0.027437192,0.006199333,0.005404082,0.004774073,0.004833428,0.005676438,0.005703956,0.003280597,0.008091456,0.003437594,0.002405579,0.002474513,0.046744581,0.003335813,0.003389132,0.053283377,0.004298881,0.004480219,0.003795646,0.004676197,0.004307055,0.004477597,0.004538205,0.004994806,0.003633778,0.00460046,0.042555988,0.001921565,0.002577175,0.002860265,0.00624234,0.02086986,0.003425888,0.00382766,0.002988366,0.002283577,0.003078522,0.002719963,0.002061345,0.003723014,0.000976481,0.003443743,0.00322212,0.002553674,0.002941548,0.002511447,0.002749256,0.002893987,0.002809918,0.002782662,0.003409014,0.001826778,0.002124485
